# OpenSignals Text File Format
# {"20:16:04:12:01:41": {"sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "device name": "20:16:04:12:01:41", "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "sync interval": 2, "time": "9:21:58.437", "comments": "First attempt to collect cardiac data", "device connection": "BTH20:16:04:12:01:41", "channels": [1, 2, 3, 4, 5, 6], "keywords": "", "mode": 0, "digital IO": [0, 0, 1, 1], "firmware version": 1281, "device": "bitalino_rev", "position": 0, "sampling rate": 1000, "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "date": "2018-9-17", "special": [{}, {}, {}, {}, {}, {}]}}
# EndOfHeader
8	0	0	0	0	505	508	0	528	39	12	
9	0	0	0	0	514	508	0	520	39	12	
10	0	0	0	0	508	510	0	511	39	12	
11	0	0	0	0	514	510	0	509	39	12	
12	0	0	0	0	506	510	0	514	39	12	
13	0	0	0	0	502	511	0	516	39	12	
14	0	0	0	0	512	511	0	508	39	12	
15	0	0	0	0	516	511	0	501	39	12	
0	0	0	0	0	511	510	0	489	39	12	
1	0	0	0	0	505	510	0	479	39	12	
2	0	0	0	0	508	510	0	473	39	12	
3	0	0	0	0	506	509	0	463	39	12	
4	0	0	0	0	509	508	0	455	39	12	
5	0	0	0	0	510	507	0	455	39	12	
6	0	0	0	0	504	507	0	471	39	12	
7	0	0	0	0	507	509	0	490	39	12	
8	0	0	0	0	514	509	0	495	39	12	
9	0	0	0	0	509	509	0	498	39	12	
10	0	0	0	0	512	508	0	502	39	12	
11	0	0	0	0	513	507	0	517	39	12	
12	0	0	0	0	507	507	0	524	39	12	
13	0	0	0	0	510	507	0	534	39	12	
14	0	0	0	0	512	508	0	513	39	12	
15	0	0	0	0	507	506	0	502	39	12
